id,name,price,link,mileage
353,Citroen C4,2.500 €,/auto-oglasi/19624878/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,305.000 km
354,Citroen C4  (može zamena),3.150 €,/auto-oglasi/19624438/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,220.050 km
355,Citroen C4 1.6 HDI,2.100 €,/auto-oglasi/19102178/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,303.000 km
356,Citroen C4  (može zamena),3.999 €,/auto-oglasi/19272251/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,215.000 km
357,Citroen C4 1.4 (može zamena),2.550 €,/auto-oglasi/18792172/citroen-c4-14?attp=p0_pv0_pc0_pl1_plv0,152.920 km
358,Citroen C4  (može zamena),2.200 €,/auto-oglasi/19458848/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,180.000 km
359,Citroen C4 1.6 hdi,5.300 €,/auto-oglasi/19622737/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,222.015 km
360,Citroen C4 1.6 HDI,3.000 € + registracija,/auto-oglasi/19621657/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,184.500 km
361,Citroen C4,2.200 €,/auto-oglasi/19453511/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,196.000 km
362,Citroen C4,2.600 €,/auto-oglasi/19453941/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,232.986 km
363,Citroen C4 1.6HDI,3.400 €,/auto-oglasi/19452029/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,189.915 km
364,Citroen C4 1.6 hdi,6.500 €,/auto-oglasi/19616868/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,192.000 km
365,Citroen C4 1.6 HDI (može zamena),2.100 €,/auto-oglasi/19242944/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,205.000 km
366,Citroen C4 1.4,3.450 € + registracija,/auto-oglasi/19606440/citroen-c4-14?attp=p0_pv0_pc0_pl1_plv0,162.100 km
367,Citroen C4 1.6 HDI (može zamena),2.100 €,/auto-oglasi/19614241/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,203.000 km
368,Citroen C4 1.6 HDI,8.600 €,/auto-oglasi/19446094/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,157.000 km
369,Citroen C4 2.0 hdi (može zamena),3.000 €,/auto-oglasi/19611876/citroen-c4-20-hdi?attp=p0_pv0_pc0_pl1_plv0,210.000 km
370,Citroen C4  (može zamena),2.300 €,/auto-oglasi/19438266/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,250.000 km
371,Citroen C4 1.6 hdi club enter,2.250 €,/auto-oglasi/19607659/citroen-c4-16-hdi-club-enter?attp=p0_pv0_pc0_pl1_plv0,386.000 km
372,Citroen C4,2.700 €,/auto-oglasi/19682470/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,216.000 km
373,Citroen C4 e-HDI (može zamena),5.800 €,/auto-oglasi/19675803/citroen-c4-e-hdi?attp=p0_pv0_pc0_pl1_plv0,225.000 km
374,Citroen C4  (može zamena),2.900 €,/auto-oglasi/19606002/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,103.000 km
375,Citroen C4 1.6 hdi (može zamena),5.340 €,/auto-oglasi/19605348/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,315.000 km
376,Citroen C4 1.6 TPH Exclusive,2.950 € + registracija,/auto-oglasi/19603839/citroen-c4-16-tph-exclusive?attp=p0_pv0_pc0_pl1_plv0,220.000 km
377,Citroen C4,3.600 3.300 €,/auto-oglasi/18882160/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,111.800 km
378,Citroen C4 1.4 16v tng,2.750 €,/auto-oglasi/19250407/citroen-c4-14-16v-tng?attp=p0_pv0_pc0_pl1_plv0,225.000 km
379,Citroen C4 1.6 HDI,3.300 €,/auto-oglasi/19600452/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,233.176 km
380,Citroen C4  (može zamena),2.350 €,/auto-oglasi/19341878/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,230.000 km
381,Citroen C4 1.6 (može zamena),5.200 €,/auto-oglasi/17491122/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,251.000 km
382,Citroen C4 1.6 HDI,3.900 3.700 €,/auto-oglasi/19429286/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,230.000 km
383,Citroen C4,3.250 3.000 €,/auto-oglasi/19210447/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,185.000 km
384,Citroen C4 1.6hdi,3.650 €,/auto-oglasi/19595811/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,183.670 km
385,Citroen C4 1.6  HDI,3.700 € + registracija,/auto-oglasi/19411900/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,199.800 km
386,Citroen C4 1.6hdi,7.500 €,/auto-oglasi/16088323/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,170.000 km
387,Citroen C4 1.6hdi,2.100 €,/auto-oglasi/19593389/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,270.000 km
388,Citroen C4,2.850 €,/auto-oglasi/19592872/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,289.634 km
389,Citroen C4  (može zamena),2.800 €,/auto-oglasi/19589456/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,114.000 km
390,Citroen C4,2.880 €,/auto-oglasi/18984563/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,197.936 km
391,Citroen C4 2.0 (može zamena),2.650 €,/auto-oglasi/19412646/citroen-c4-20?attp=p0_pv0_pc0_pl1_plv0,196.500 km
392,Citroen C4 CH 1.6,5.699 €,/auto-oglasi/19227621/citroen-c4-ch-16?attp=p0_pv0_pc0_pl1_plv0,170.000 km
393,Citroen C4 1.6 HDI,3.050 €,/auto-oglasi/19069613/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,256.000 km
394,Citroen C4  (može zamena),2.900 €,/auto-oglasi/19408733/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,210.123 km
395,Citroen C4 1.6hdi (može zamena),2.400 €,/auto-oglasi/19586077/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,256.000 km
396,Citroen C4 1.6 HDI Exclusive,6.350 €,/auto-oglasi/19406151/citroen-c4-16-hdi-exclusive?attp=p0_pv0_pc0_pl1_plv0,161.500 km
397,Citroen C4  (može zamena),2.000 €,/auto-oglasi/19582767/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,256.000 km
398,Citroen C4 2.0 HDI EXCLUSIVE,7.950 €,/auto-oglasi/19627240/citroen-c4-20-hdi-exclusive?attp=p0_pv0_pc0_pl1_plv0,183.000 km
